"CAS Number"|"Chemical Analysis"|"Species ECOTOX Number"|"Publication Year"|
115093|Unmeasured|21|1980|
115093|Measured|25|2008|
115093|Measured|25|2008|
115093|Unmeasured|25|1974|
115093|Measured|25|2008|
115093|Measured|49|1993|
115093|Unmeasured|25|1980|
115093|Unmeasured|23|1983|
115093|Unmeasured|68|1990|
115093|Measured|68|1990|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1977|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Measured|4|1974|
115093|Unmeasured|4|1980|
115093|Unmeasured|4|1980|
115093|Measured|4|1974|
115093|Measured|4|1974|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1979|
115093|Unmeasured|4|1973|
115093|Unmeasured|4|1973|
115093|Unmeasured|4|1973|
115093|Unmeasured|4|1973|
115093|Unmeasured|4|1973|
115093|Unmeasured|4|1996|
115093|Measured|4|1994|
115093|Unmeasured|4|1974|
115093|Measured|4|1994|
115093|Measured|4|1994|
115093|Measured|4|1994|
115093|Measured|4|1994|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1996|
115093|Unmeasured|4|1984|
115093|Unmeasured|4|1975|
115093|Measured|4|1987|
115093|Measured|4|1981|
115093|Unmeasured|4|1981|
115093|Unmeasured|4|1996|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1981|
115093|Measured|4|1981|
115093|Unmeasured|4|1996|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1974|
115093|Unmeasured|4|1978|
115093|Measured|4|1994|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Measured|4|1973|
115093|Measured|4|1984|
115093|Measured|4|1987|
115093|Measured|4|1994|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1996|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Measured|4|1981|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1973|
115093|Measured|4|1984|
115093|Unmeasured|4|1973|
115093|Unmeasured|4|1996|
115093|Unmeasured|4|1981|
115093|Measured|4|1980|
115093|Measured|4|1984|
115093|Measured|4|1973|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1971|
115093|Unmeasured|4|1974|
115093|Unmeasured|4|1975|
115093|Unmeasured|4|1971|
115093|Measured|4|1982|
115093|Unmeasured|4|1984|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1986|
115093|Measured|84|1989|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2014|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2013|
115093|Unmeasured|2517|2012|
115093|Unmeasured|2517|2014|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
122645|Unmeasured|25|1947|
123886|Unmeasured|113|1988|
123886|Unmeasured|465|1977|
123886|Unmeasured|465|1977|
123886|Unmeasured|113|1988|
123886|Measured|16|1980|
123886|Measured|16|1980|
123886|Unmeasured|113|1988|
123886|Measured|16|1980|
123886|Unmeasured|94|1991|
123886|Measured|16|1980|
123886|Unmeasured|113|1988|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|134|1986|
123886|Unmeasured|134|1986|
123886|Unmeasured|134|1986|
123886|Unmeasured|134|1986|
123886|Unmeasured|134|1986|
123886|Unmeasured|134|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|418|1986|
123886|Unmeasured|465|1978|
123886|Unmeasured|1632|1998|
123886|Unmeasured|418|1988|
123886|Unmeasured|113|1988|
123886|Unmeasured|2277|1985|
123886|Unmeasured|465|1978|
123886|Unmeasured|2277|1988|
123886|Unmeasured|1349|1984|
123886|Not reported|422|1985|
123886|Unmeasured|113|1989|
123886|Unmeasured|113|1992|
123886|Unmeasured|113|1992|
123886|Unmeasured|113|1990|
123886|Unmeasured|465|1977|
123886|Unmeasured|113|1992|
123886|Unmeasured|113|1992|
123886|Unmeasured|1632|1998|
123886|Unmeasured|465|1978|
123886|Unmeasured|1632|1998|
123886|Unmeasured|418|1987|
123886|Unmeasured|113|1988|
123886|Unmeasured|134|1986|
123886|Unmeasured|418|1987|
123886|Unmeasured|134|1986|
123886|Unmeasured|113|1991|
123886|Unmeasured|109|1970|
123886|Unmeasured|109|1970|
123886|Unmeasured|109|1970|
123886|Unmeasured|109|1970|
123886|Unmeasured|109|1970|
123886|Unmeasured|109|1970|
123886|Unmeasured|109|1970|
123886|Unmeasured|21|1982|
123886|Unmeasured|21|1982|
123886|Unmeasured|21|1982|
123886|Unmeasured|21|1982|
123886|Unmeasured|21|1987|
123886|Unmeasured|21|1987|
123886|Unmeasured|21|1987|
123886|Unmeasured|21|1987|
123886|Unmeasured|21|1982|
123886|Unmeasured|21|1987|
301042|Unmeasured|422|2008|
301042|Measured|4844|2004|
301042|Measured|4844|2004|
301042|Measured|4844|2004|
301042|Unmeasured|418|1983|
301042|Measured|4844|2004|
301042|Unmeasured|2044|1983|
301042|Unmeasured|2044|1983|
301042|Unmeasured|1520|1982|
301042|Unmeasured|418|1983|
301042|Unmeasured|123|1982|
301042|Unmeasured|418|1983|
301042|Unmeasured|123|1982|
301042|Unmeasured|422|2008|
301042|Unmeasured|2044|1983|
301042|Unmeasured|2044|1983|
301042|Unmeasured|2474|1984|
301042|Unmeasured|418|1983|
301042|Measured|4844|2004|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|17257|2006|
301042|Unmeasured|17257|2006|
301042|Unmeasured|422|2008|
301042|Unmeasured|17257|2006|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|383|1966|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|17257|2006|
301042|Unmeasured|422|2008|
301042|Unmeasured|17257|2006|
301042|Unmeasured|17257|2006|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|422|2008|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|123|1982|
301042|Unmeasured|485|1993|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|383|1925|
301042|Unmeasured|485|1993|
301042|Unmeasured|123|1982|
301042|Unmeasured|123|1982|
301042|Unmeasured|134|1989|
301042|Unmeasured|4603|1935|
301042|Unmeasured|418|1988|
301042|Unmeasured|351|1989|
301042|Unmeasured|425|1987|
301042|Unmeasured|10294|1993|
301042|Unmeasured|113|1990|
301042|Unmeasured|810|1980|
301042|Unmeasured|485|1993|
301042|Unmeasured|113|1986|
301042|Unmeasured|4603|1935|
301042|Unmeasured|1349|1995|
301042|Unmeasured|1349|1995|
301042|Unmeasured|1520|1982|
301042|Unmeasured|43|1975|
301042|Unmeasured|422|1992|
301042|Unmeasured|422|1992|
301042|Unmeasured|113|1989|
301042|Unmeasured|133|1979|
301042|Unmeasured|4603|1975|
301042|Unmeasured|383|1925|
301042|Measured|2755|1991|
301042|Unmeasured|4603|1935|
301042|Unmeasured|2495|1991|
301042|Unmeasured|5156|1999|
301042|Unmeasured|5156|2013|
301042|Unmeasured|1|1966|
301042|Unmeasured|1|1966|
301042|Unmeasured|109|1986|
301042|Unmeasured|109|1986|
301042|Unmeasured|1|1966|
301042|Unmeasured|5156|1999|
301042|Unmeasured|109|1986|
301042|Unmeasured|109|1986|
301042|Unmeasured|5156|1982|
301042|Measured|1|1981|
301042|Unmeasured|57|1970|
301042|Unmeasured|2|1982|
301042|Unmeasured|109|1986|
301042|Unmeasured|109|1986|
301042|Unmeasured|5156|2017|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2013|
301042|Unmeasured|5156|2013|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Unmeasured|5156|1991|
301042|Unmeasured|5156|1991|
301042|Unmeasured|5156|1991|
301042|Unmeasured|5156|1991|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2013|
301042|Unmeasured|5156|2013|
301042|Unmeasured|5156|2013|
301042|Unmeasured|5156|2013|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Unmeasured|5156|2017|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Chemical analysis reported|5156|2014|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Unmeasured|5156|1981|
301042|Measured|5156|2016|
301042|Unmeasured|5156|1996|
301042|Unmeasured|1|1993|
301042|Unmeasured|1|1996|
301042|Unmeasured|1|1996|
301042|Unmeasured|5156|1996|
301042|Unmeasured|1|1991|
301042|Unmeasured|1|1995|
301042|Unmeasured|5156|1981|
301042|Unmeasured|5156|1981|
301042|Unmeasured|1|1996|
301042|Unmeasured|5156|1996|
301042|Unmeasured|1|1991|
301042|Unmeasured|5156|1996|
301042|Unmeasured|1|1995|
301042|Unmeasured|1|1996|
301042|Measured|5156|2016|
301042|Measured|5156|2016|
301042|Unmeasured|5156|2017|
301042|Unmeasured|1|1993|
301042|Unmeasured|1|1993|
301042|Unmeasured|1|1993|
301042|Unmeasured|5156|2013|
301042|Measured|57|1970|
301042|Unmeasured|109|1985|
301042|Measured|57|1970|
301042|Unmeasured|2|1982|
301042|Unmeasured|1|1993|
301042|Chemical analysis reported|5156|2014|
301042|Measured|5156|2016|
301042|Unmeasured|5156|1996|
301042|Unmeasured|21|1994|
301042|Unmeasured|21|1994|
301042|Unmeasured|21|1994|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2007|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|2008|
301042|Unmeasured|21|1993|
301042|Unmeasured|25|1925|
301042|Unmeasured|21|1993|
301042|Unmeasured|25|1925|
301042|Unmeasured|21|1994|
301042|Unmeasured|21|1993|
301042|Unmeasured|21|1980|
301042|Unmeasured|21|1990|
301042|Unmeasured|21|1994|
301042|Unmeasured|21|1989|
301042|Measured|21|1994|
301042|Unmeasured|21|1961|
301042|Unmeasured|21|1961|
301042|Unmeasured|21|1980|
301042|Unmeasured|21|1980|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Unmeasured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
301042|Measured|4|1990|
